,Unnamed: 0,Unnamed: 0.1,communityLink,communityName,descriptor,lnt,lat
32,32,32,https://bj.lianjia.com/xiaoqu/1111027379205/,胜芳胡同,Yes,116.395645038,39.9299857781
33,33,33,https://bj.lianjia.com/xiaoqu/1111027373779/,东门仓胡同,Yes,116.438473527,39.9373274562
34,34,34,https://bj.lianjia.com/xiaoqu/1111027375548/,后赵家楼胡同,Yes,116.437976595,39.9199886912
35,35,35,https://bj.lianjia.com/xiaoqu/1111027375478/,后永康胡同甲21号院,Yes,116.429542645,39.9509453018
36,36,36,https://bj.lianjia.com/xiaoqu/1111027374703/,国盛胡同,Yes,116.403839229,39.953762532
37,37,37,https://bj.lianjia.com/xiaoqu/1111027375265/,海晟国际公寓,Yes,116.448563685,39.9449288382
38,38,38,https://bj.lianjia.com/xiaoqu/1111027378920/,青碳局胡同,Yes,116.395645038,39.9299857781
39,39,39,https://bj.lianjia.com/xiaoqu/1111027377971/,琉璃井路,Yes,116.412765653,39.8727159776
40,40,40,https://bj.lianjia.com/xiaoqu/1111040863025/,月光胡同,Yes,116.425094583,39.9369874854
41,41,41,https://bj.lianjia.com/xiaoqu/1111027378734/,炮局胡同甲34号院,Yes,116.428639739,39.9534508003
42,42,42,https://bj.lianjia.com/xiaoqu/1111027381489/,雅安国际公寓,Yes,116.439995997,39.9209856136
43,43,43,https://bj.lianjia.com/xiaoqu/1111027378877/,前门前,Yes,116.395645038,39.9299857781
44,44,44,https://bj.lianjia.com/xiaoqu/1111041864329/,东皇城根北街40号院,Yes,116.413209379,39.9320308123
45,45,45,https://bj.lianjia.com/xiaoqu/1111046956754/,前门煤市街,Yes,116.400848809,39.9028866387
46,46,46,https://bj.lianjia.com/xiaoqu/1111027379571/,沙滩后街55号院,Yes,116.407020847,39.9320697423
47,47,47,https://bj.lianjia.com/xiaoqu/1111027377411/,景泰西里,Yes,116.418985817,39.8690324711
48,48,48,https://bj.lianjia.com/xiaoqu/117258115420294/,鼓楼东大街191,Yes,116.40688805,39.947352793
49,49,49,https://bj.lianjia.com/xiaoqu/1111027380567/,新奥洋房,Yes,116.416418504,39.8698060304
50,50,50,https://bj.lianjia.com/xiaoqu/1111043211434/,东单北极阁3条,Yes,116.425900237,39.9172924547
51,51,51,https://bj.lianjia.com/xiaoqu/1111027376298/,北竹杆胡同,Yes,116.436733838,39.9294791881
52,52,52,https://bj.lianjia.com/xiaoqu/1111027374036/,大羊毛胡同,Yes,116.438839314,39.9112260044
53,53,53,https://bj.lianjia.com/xiaoqu/1111027376195/,北新仓胡同,Yes,116.434974402,39.9459914502
54,54,54,https://bj.lianjia.com/xiaoqu/1111027374220/,富贵园三区,Yes,116.43832515,39.9009927343
55,55,55,https://bj.lianjia.com/xiaoqu/1111027380559/,辛安里,Yes,116.403853864,39.9448908036
56,56,56,https://bj.lianjia.com/xiaoqu/1111027379425/,山老胡同,Yes,116.417963019,39.9385055242
57,57,57,https://bj.lianjia.com/xiaoqu/1111027374258/,方家胡同,Yes,116.419644056,39.9503325738
58,58,58,https://bj.lianjia.com/xiaoqu/1111027381473/,夕照寺西里,Yes,116.444506593,39.8968427909
59,59,59,https://bj.lianjia.com/xiaoqu/1111041148837/,广渠门内大街乙7号院,Yes,116.449083706,39.8998253462
60,60,60,https://bj.lianjia.com/xiaoqu/1111027374016/,东营房八条,Yes,116.446523897,39.9365052012
61,61,61,https://bj.lianjia.com/xiaoqu/1111027382346/,智德胡同,Yes,116.395645038,39.9299857781
62,62,62,https://bj.lianjia.com/xiaoqu/1111027381222/,新太仓胡同,Yes,116.427670798,39.9460079647
63,63,63,https://bj.lianjia.com/xiaoqu/1111027380488/,望陶园小区,Yes,116.400423865,39.8710462684
64,64,64,https://bj.lianjia.com/xiaoqu/1111027376977/,吉安所右巷,Yes,116.406151312,39.9356828677
65,65,65,https://bj.lianjia.com/xiaoqu/1111027377831/,灵光东巷,Yes,116.413267268,39.9549623766
66,66,66,https://bj.lianjia.com/xiaoqu/1111027373693/,东花厅胡同,Yes,116.431392227,39.926774998
67,67,67,https://bj.lianjia.com/xiaoqu/1111027382047/,玉树四条,Yes,116.445321961,39.8898122604
68,68,68,https://bj.lianjia.com/xiaoqu/1111027376628/,长巷四条,Yes,116.409475577,39.9030957232
69,69,69,https://bj.lianjia.com/xiaoqu/1111027374714/,工体3号,Yes,116.449872192,39.9353888925
70,70,70,https://bj.lianjia.com/xiaoqu/1111046623754/,玉阁一巷,Yes,116.402630377,39.9536390813
71,71,71,https://bj.lianjia.com/xiaoqu/1111027377078/,交道口南大街,Yes,116.415095066,39.944027561
72,72,72,https://bj.lianjia.com/xiaoqu/1111027381164/,巷上嘉园,Yes,116.406292441,39.9573527035
73,73,73,https://bj.lianjia.com/xiaoqu/1111027373900/,东四十条甲34号院,Yes,116.432799966,39.938965657
74,74,74,https://bj.lianjia.com/xiaoqu/1111027378272/,美惠大厦,Yes,116.443872379,39.9361115107
75,75,75,https://bj.lianjia.com/xiaoqu/1111027379717/,沙子口路61号,Yes,116.412037339,39.8670311143
76,76,76,https://bj.lianjia.com/xiaoqu/1111027380916/,小经厂胡同,Yes,116.411479584,39.9490911683
77,77,77,https://bj.lianjia.com/xiaoqu/1111027375828/,北官厅胡同2号院,Yes,116.433065481,39.9535020974
78,78,78,https://bj.lianjia.com/xiaoqu/1111027380696/,幸福北里,Yes,116.441269838,39.894308958
79,79,79,https://bj.lianjia.com/xiaoqu/1111027379641/,三源胡同,Yes,116.429331961,39.911064925
80,80,80,https://bj.lianjia.com/xiaoqu/1111027375661/,安外大街82号院,Yes,116.415232185,39.9668624193
81,81,81,https://bj.lianjia.com/xiaoqu/1111027376837/,大方家胡同36号院,Yes,116.435269833,39.9250833494
82,82,82,https://bj.lianjia.com/xiaoqu/1111027375607/,安化南里,Yes,116.441842552,39.8955477292
83,83,83,https://bj.lianjia.com/xiaoqu/1111027381660/,玉阁胡同,Yes,116.401871051,39.9531859853
84,84,84,https://bj.lianjia.com/xiaoqu/1111027376601/,崇文门西大街,Yes,116.422068068,39.9070672969
85,85,85,https://bj.lianjia.com/xiaoqu/1111027380021/,天坛公馆,Yes,116.437448985,39.8912975851
86,86,86,https://bj.lianjia.com/xiaoqu/1111027373954/,东外公馆,Yes,116.449268751,39.9427513062
87,87,87,https://bj.lianjia.com/xiaoqu/1111027376897/,东湖别墅,Yes,116.448043367,39.947536049
88,88,88,https://bj.lianjia.com/xiaoqu/1111027378579/,南水关胡同,Yes,116.440258127,39.923636944
89,89,89,https://bj.lianjia.com/xiaoqu/1111027377923/,朗家胡同24号院,Yes,116.407294219,39.9530981646
90,90,90,https://bj.lianjia.com/xiaoqu/1111027373969/,大席胡同,Yes,116.410159026,39.9003043227
91,91,91,https://bj.lianjia.com/xiaoqu/1111027375115/,恒基中心,Yes,116.435023571,39.9135742551
92,92,92,https://bj.lianjia.com/xiaoqu/1111027379047/,人民市场东巷,Yes,116.420653994,39.9327088249
93,93,93,https://bj.lianjia.com/xiaoqu/1111027376495/,朝内大街136号院,Yes,116.433637152,39.9300643173
94,94,94,https://bj.lianjia.com/xiaoqu/1111041121239/,官书院1号院,Yes,116.422902142,39.9533080993
95,95,95,https://bj.lianjia.com/xiaoqu/1111027374300/,富莱茵花园,Yes,116.414184397,39.8671105043
96,96,96,https://bj.lianjia.com/xiaoqu/1111027375464/,鸿运花园,Yes,116.430840643,39.8818724672
97,97,97,https://bj.lianjia.com/xiaoqu/1111027380717/,幸福南里,Yes,116.439088735,39.8906601072
98,98,98,https://bj.lianjia.com/xiaoqu/1111027378536/,南剪子巷,Yes,116.418284259,39.9377860104
99,99,99,https://bj.lianjia.com/xiaoqu/1111027377998/,禄米仓东巷,Yes,116.436988268,39.9234156999
100,100,100,https://bj.lianjia.com/xiaoqu/1111027373828/,东四二条,Yes,116.425637944,39.9320793616
101,101,101,https://bj.lianjia.com/xiaoqu/1111027378094/,龙潭北里三条,Yes,116.444361111,39.88996725
102,102,102,https://bj.lianjia.com/xiaoqu/1111027374582/,广和里八巷,Yes,116.454081428,39.8955894522
103,103,103,https://bj.lianjia.com/xiaoqu/1111027379716/,沙子口路50号,Yes,116.411947233,39.8679426375
104,104,104,https://bj.lianjia.com/xiaoqu/1111027381720/,银河SOHO,Yes,116.439741198,39.9266255399
105,105,105,https://bj.lianjia.com/xiaoqu/1111027377502/,金鱼池中区,Yes,116.41541045,39.8961284842
106,106,106,https://bj.lianjia.com/xiaoqu/1111043316306/,花市枣苑一期,Yes,116.435731574,39.9022325052
107,107,107,https://bj.lianjia.com/xiaoqu/1111027376043/,板桥南巷,Yes,116.424161685,39.9448118938
108,108,108,https://bj.lianjia.com/xiaoqu/1111027375269/,红杉公寓,Yes,116.443248699,39.945423076
109,109,109,https://bj.lianjia.com/xiaoqu/1111047117730/,安德路甲61号院,Yes,116.403339743,39.9581558807
110,110,110,https://bj.lianjia.com/xiaoqu/1111027375615/,安居里胡同,Yes,116.414389036,39.9283745903
111,111,111,https://bj.lianjia.com/xiaoqu/1111027374757/,革新南路2号院,Yes,116.405437439,39.8709022554
112,112,112,https://bj.lianjia.com/xiaoqu/1111027374691/,国瑞城中区,Yes,116.42935799,39.9043159234
113,113,113,https://bj.lianjia.com/xiaoqu/1111027375110/,胡家园26号院,Yes,116.448878551,39.9491030498
114,114,114,https://bj.lianjia.com/xiaoqu/1111027381015/,锡拉胡同23号院,Yes,116.414157287,39.9226460938
115,115,115,https://bj.lianjia.com/xiaoqu/1111027380037/,天坛西里北区,Yes,116.407617849,39.8858274232
116,116,116,https://bj.lianjia.com/xiaoqu/1111027380014/,天坛东路37号,Yes,116.427339661,39.8801011826
117,117,117,https://bj.lianjia.com/xiaoqu/1111027376669/,朝阳门内大街75号院,Yes,116.437107227,39.9312548658
118,118,118,https://bj.lianjia.com/xiaoqu/1111027378956/,前永康二巷,Yes,116.426657377,39.9498550511
119,119,119,https://bj.lianjia.com/xiaoqu/1111027376931/,东华门大街,Yes,116.410209599,39.9214673333
120,120,120,https://bj.lianjia.com/xiaoqu/1111027374715/,工体北路,Yes,116.462037771,39.9395247654
121,121,121,https://bj.lianjia.com/xiaoqu/1111027374862/,鸿安国际大厦,Yes,116.430774555,39.9298496194
122,122,122,https://bj.lianjia.com/xiaoqu/1111046874302/,天坛东路50号,Yes,116.428154737,39.8815245744
123,123,123,https://bj.lianjia.com/xiaoqu/1111027376430/,慈慧胡同,Yes,116.405211488,39.9381423774
124,124,124,https://bj.lianjia.com/xiaoqu/1111027381425/,小羊宜宾胡同,Yes,116.436448114,39.9187766834
125,125,125,https://bj.lianjia.com/xiaoqu/1111027375530/,后椅子胡同,Yes,116.43613746,39.9170529312
126,126,126,https://bj.lianjia.com/xiaoqu/1111027374956/,后芳嘉园胡同,Yes,116.436040796,39.9263321479
127,127,127,https://bj.lianjia.com/xiaoqu/1111047026274/,崇文门西河沿,Yes,116.410774416,39.9058699634
128,128,128,https://bj.lianjia.com/xiaoqu/1111027375725/,宝钞胡同,Yes,116.406319093,39.9514527369
129,129,129,https://bj.lianjia.com/xiaoqu/1111027373683/,东花市北里东区,Yes,116.444542053,39.9038955958
130,130,130,https://bj.lianjia.com/xiaoqu/1111027380038/,天坛西里东区,Yes,116.408875605,39.8820019001
131,131,131,https://bj.lianjia.com/xiaoqu/1111027380017/,天坛东里北区,Yes,116.426272753,39.8879601951
132,132,132,https://bj.lianjia.com/xiaoqu/1111043315856/,本家润园三期,Yes,116.443053385,39.9004972363
133,133,133,https://bj.lianjia.com/xiaoqu/1111027373719/,大江胡同,Yes,116.40739597,39.9011506362
134,134,134,https://bj.lianjia.com/xiaoqu/1111027379729/,三转桥胡同,Yes,116.431718988,39.8974087735
135,135,135,https://bj.lianjia.com/xiaoqu/1111027377077/,交道口东大街,Yes,116.418246939,39.9471974473
136,136,136,https://bj.lianjia.com/xiaoqu/1111043088689/,弓弦胡同,Yes,116.413911466,39.9317153305
137,137,137,https://bj.lianjia.com/xiaoqu/1111027381583/,永定门东街西里,Yes,116.409750734,39.8796935169
138,138,138,https://bj.lianjia.com/xiaoqu/1111027378783/,前厂胡同,Yes,116.4220217,39.9275818438
139,139,139,https://bj.lianjia.com/xiaoqu/1111027373934/,东厅胡同,Yes,116.433207955,39.8973825137
140,140,140,https://bj.lianjia.com/xiaoqu/1111027375208/,和平里一区,Yes,116.428262533,39.9651819781
141,141,141,https://bj.lianjia.com/xiaoqu/1111027379522/,石桥东巷,Yes,116.431007741,39.9369409344
142,142,142,https://bj.lianjia.com/xiaoqu/1111027373732/,东交民巷11号院,Yes,116.420272982,39.9088163879
143,143,143,https://bj.lianjia.com/xiaoqu/1111027380993/,新开路胡同,Yes,116.425987548,39.9176769463
144,144,144,https://bj.lianjia.com/xiaoqu/1111027373718/,戴家胡同,Yes,116.41756376,39.9032615846
145,145,145,https://bj.lianjia.com/xiaoqu/1111027373895/,东四十三条,Yes,116.427598356,39.9327483697
146,146,146,https://bj.lianjia.com/xiaoqu/1111027380039/,天坛西里南区,Yes,116.407668215,39.8818903551
147,147,147,https://bj.lianjia.com/xiaoqu/1111027377970/,琉璃井东街,Yes,116.416816864,39.8749045598
148,148,148,https://bj.lianjia.com/xiaoqu/1111046283124/,柴棒胡同19号院,Yes,116.413845875,39.9528636162
149,149,149,https://bj.lianjia.com/xiaoqu/1111027378078/,丽水湾畔家园,Yes,116.448473717,39.9005272662
150,150,150,https://bj.lianjia.com/xiaoqu/1111027376506/,朝内头条,Yes,116.395645038,39.9299857781
151,151,151,https://bj.lianjia.com/xiaoqu/1111027378416/,民委三舍,Yes,116.358800803,39.8887147833
152,152,152,https://bj.lianjia.com/xiaoqu/1111027382285/,左安溪园,Yes,116.444800636,39.8815106387
153,153,153,https://bj.lianjia.com/xiaoqu/1111027382198/,月牙胡同,Yes,116.424652402,39.9358041006
154,154,154,https://bj.lianjia.com/xiaoqu/1111027374052/,大羊宜宾胡同35号院,Yes,116.434218726,39.9190054152
155,155,155,https://bj.lianjia.com/xiaoqu/1111027376331/,草厂东巷,Yes,116.405294697,39.9480636159
156,156,156,https://bj.lianjia.com/xiaoqu/1111027378788/,前炒面胡同,Yes,116.427468811,39.9288208624
157,157,157,https://bj.lianjia.com/xiaoqu/1111043316665/,花市枣苑二期,Yes,116.435731574,39.9022325052
158,158,158,https://bj.lianjia.com/xiaoqu/1111027382797/,张自忠路,Yes,116.41839489,39.939624911
159,159,159,https://bj.lianjia.com/xiaoqu/1111027374744/,国祥胡同,Yes,116.405917804,39.9531050266
160,160,160,https://bj.lianjia.com/xiaoqu/1111027379861/,台基厂头条2号院,Yes,116.421826332,39.9117822374
161,161,161,https://bj.lianjia.com/xiaoqu/1118111575634616/,东直门内北中街乙1号,Yes,116.435348165,39.9517366666
162,162,162,https://bj.lianjia.com/xiaoqu/1111027373936/,东唐街,Yes,116.431306992,39.8968661858
163,163,163,https://bj.lianjia.com/xiaoqu/1111027373684/,东花市北里西区,Yes,116.436868816,39.9043593601
164,164,164,https://bj.lianjia.com/xiaoqu/1111027380774/,西革新里甲122号,Yes,116.399263862,39.8709113591
165,165,165,https://bj.lianjia.com/xiaoqu/1111027376216/,北新四巷,Yes,116.425642967,39.9513911629
166,166,166,https://bj.lianjia.com/xiaoqu/1111027379570/,沙滩后街,Yes,116.40790234,39.9317417438
167,167,167,https://bj.lianjia.com/xiaoqu/1111027375713/,北兵马司胡同,Yes,116.41322013,39.9426601357
168,168,168,https://bj.lianjia.com/xiaoqu/1111027376762/,东厂北巷2号院,Yes,116.41474728,39.9297116589
169,169,169,https://bj.lianjia.com/xiaoqu/1111027375070/,后局大院胡同,Yes,116.410414182,39.9369245777
170,170,170,https://bj.lianjia.com/xiaoqu/1111027376048/,宝润苑,Yes,116.435816897,39.9048429085
171,171,171,https://bj.lianjia.com/xiaoqu/1111027377083/,九道湾北巷,Yes,116.426795888,39.9458720388
172,172,172,https://bj.lianjia.com/xiaoqu/1114052553142969/,游泳场北路8号院,Yes,116.298403457,39.8610840032
173,173,173,https://bj.lianjia.com/xiaoqu/1111027379807/,同福夹道,Yes,116.422303847,39.9257783761
174,174,174,https://bj.lianjia.com/xiaoqu/1111027380289/,外交部街59号院,Yes,116.425764808,39.9190110151
175,175,175,https://bj.lianjia.com/xiaoqu/1111027381204/,新生巷,Yes,116.426518992,39.8973364935
176,176,176,https://bj.lianjia.com/xiaoqu/1111027376737/,地安门东大街,Yes,116.409122928,39.9397289547
177,177,177,https://bj.lianjia.com/xiaoqu/1111027381657/,玉阁二巷,Yes,116.402311448,39.9544781221
178,178,178,https://bj.lianjia.com/xiaoqu/1111027375632/,安乐林头条2号院,Yes,116.413256407,39.8698249981
179,179,179,https://bj.lianjia.com/xiaoqu/1111027381013/,锡拉胡同15号院,Yes,116.414957189,39.9231224139
180,180,180,https://bj.lianjia.com/xiaoqu/1111027376459/,藏经馆胡同15号院,Yes,116.424938898,39.9539487405
181,181,181,https://bj.lianjia.com/xiaoqu/1111027382107/,永铁苑,Yes,116.398362951,39.8749224102
182,182,182,https://bj.lianjia.com/xiaoqu/1111027378520/,南河沿大街,Yes,116.413207659,39.9177829373
183,183,183,https://bj.lianjia.com/xiaoqu/1111027378077/,利生体育用品商厦,Yes,116.395645038,39.9299857781
184,184,184,https://bj.lianjia.com/xiaoqu/1111027376667/,朝阳门内大街,Yes,116.434117205,39.9303767407
185,185,185,https://bj.lianjia.com/xiaoqu/1111027375261/,黄寺大街甲6号院,Yes,116.405151956,39.9679590917
186,186,186,https://bj.lianjia.com/xiaoqu/1111027381439/,西园子四巷,Yes,116.419979762,39.8957375185
187,187,187,https://bj.lianjia.com/xiaoqu/1111043643945/,草厂头条7号院,Yes,116.411724574,39.9026579938
188,188,188,https://bj.lianjia.com/xiaoqu/1111027374673/,光明中街,Yes,116.444851301,39.8934082108
189,189,189,https://bj.lianjia.com/xiaoqu/1111045483788/,培新街7号院,Yes,116.441142775,39.8961988565
190,190,190,https://bj.lianjia.com/xiaoqu/1111027376503/,仓南胡同12号院,Yes,116.436463913,39.9329486868
191,191,191,https://bj.lianjia.com/xiaoqu/1111046347212/,东利市营胡同,Yes,116.430340369,39.8979725429
192,192,192,https://bj.lianjia.com/xiaoqu/1111043123818/,东直门内北小街3号院,Yes,116.473915116,39.9611796489
193,193,193,https://bj.lianjia.com/xiaoqu/1111027373748/,缎库胡同,Yes,116.411123531,39.9180843999
194,194,194,https://bj.lianjia.com/xiaoqu/1111027375743/,北池子大街,Yes,116.409216531,39.9244099403
195,195,195,https://bj.lianjia.com/xiaoqu/1111027377435/,京香福苑,Yes,116.412001878,39.9509298741
196,196,196,https://bj.lianjia.com/xiaoqu/1111047133325/,三元街甲19号院,Yes,116.403607618,39.8768269942
197,197,197,https://bj.lianjia.com/xiaoqu/1111027378090/,龙潭北里八条,Yes,116.442934266,39.8876618438
198,198,198,https://bj.lianjia.com/xiaoqu/1111027380204/,王府井大街,Yes,116.417566496,39.9226452549
199,199,199,https://bj.lianjia.com/xiaoqu/1111027378418/,民旺园十九号院,Yes,116.436582538,39.9576256731
200,200,200,https://bj.lianjia.com/xiaoqu/1111027373890/,东四十二条21号院,Yes,116.42926484,39.9413659161
201,201,201,https://bj.lianjia.com/xiaoqu/1111049300446/,刷子市胡同,Yes,116.406530545,39.8958228657
202,202,202,https://bj.lianjia.com/xiaoqu/1111027373935/,东绦胡同,Yes,116.407439185,39.9545448683
203,203,203,https://bj.lianjia.com/xiaoqu/1111027373783/,东门仓胡同甲3号院,Yes,116.437648365,39.9366503892
204,204,204,https://bj.lianjia.com/xiaoqu/1111027374671/,光明西里,Yes,116.442032103,39.8936017858
205,205,205,https://bj.lianjia.com/xiaoqu/1111027373858/,东四块玉北街,Yes,116.430035836,39.8882705434
206,206,206,https://bj.lianjia.com/xiaoqu/1111027373714/,东玖大厦,Yes,116.447070783,39.8957817572
207,207,207,https://bj.lianjia.com/xiaoqu/1111027380766/,西革新里,Yes,116.398336525,39.8723743687
208,208,208,https://bj.lianjia.com/xiaoqu/1111027381174/,西四块玉,Yes,116.395609106,39.9299857781
209,209,209,https://bj.lianjia.com/xiaoqu/1111027373898/,东四三条,Yes,116.427598356,39.9327483697
210,210,210,https://bj.lianjia.com/xiaoqu/1111027376879/,东高房胡同,Yes,116.409123042,39.9329789542
211,211,211,https://bj.lianjia.com/xiaoqu/1111027374825/,贡院头条,Yes,116.437847667,39.9175617088
212,212,212,https://bj.lianjia.com/xiaoqu/1111043257651/,复康里,Yes,116.407957806,39.8853838903
213,213,213,https://bj.lianjia.com/xiaoqu/1111027375114/,胡家园小区,Yes,116.450835908,39.9505550678
214,214,214,https://bj.lianjia.com/xiaoqu/1111027375777/,宝鼎中心,Yes,116.419169593,39.9057213782
215,215,215,https://bj.lianjia.com/xiaoqu/1111046544933/,红霞公寓,Yes,116.414386241,39.9179409297
216,216,216,https://bj.lianjia.com/xiaoqu/1111027373861/,东四块玉南街30号院,Yes,116.432061037,39.883455051
217,217,217,https://bj.lianjia.com/xiaoqu/1111027376652/,草园胡同,Yes,116.428064515,39.9487621581
218,218,218,https://bj.lianjia.com/xiaoqu/1111044927751/,红庙街,Yes,116.407552336,39.8939026711
219,219,219,https://bj.lianjia.com/xiaoqu/1111027374962/,禾风仕家,Yes,116.403853873,39.9416057816
220,220,220,https://bj.lianjia.com/xiaoqu/1111027378737/,潘家坡胡同4号院,Yes,116.445061824,39.9352747279
221,221,221,https://bj.lianjia.com/xiaoqu/1111027380030/,天坛南里西区,Yes,116.40789002,39.8799415566
222,222,222,https://bj.lianjia.com/xiaoqu/1111027382345/,正东国际大厦,Yes,116.452968721,39.9498770723
223,223,223,https://bj.lianjia.com/xiaoqu/1111027376504/,仓南胡同14号院,Yes,116.435818893,39.9325179288
224,224,224,https://bj.lianjia.com/xiaoqu/1111047323491/,和平里东街11号,Yes,116.430923207,39.9583855337
225,225,225,https://bj.lianjia.com/xiaoqu/1111027381005/,兴隆都市馨园,Yes,116.420509832,39.9017497531
226,226,226,https://bj.lianjia.com/xiaoqu/1111046618759/,东四六条30号,Yes,116.429216867,39.9362025012
227,227,227,https://bj.lianjia.com/xiaoqu/1111027381700/,永恒胡同,Yes,116.4135966,39.953169712
228,228,228,https://bj.lianjia.com/xiaoqu/1111027376211/,北新桥二条,Yes,116.425510516,39.9487025611
229,229,229,https://bj.lianjia.com/xiaoqu/1111040863015/,汪魏胡同,Yes,116.395645038,39.9299857781
230,230,230,https://bj.lianjia.com/xiaoqu/1111027379640/,蓑衣胡同,Yes,116.406911839,39.9412128512
231,231,231,https://bj.lianjia.com/xiaoqu/1111027373733/,东交民巷32号院,Yes,116.412893044,39.9084844868
232,232,232,https://bj.lianjia.com/xiaoqu/1111027378256/,帽儿胡同,Yes,116.403924654,39.9429047133
233,233,233,https://bj.lianjia.com/xiaoqu/1111027376498/,朝内大街201号院,Yes,116.429785021,39.9323376751
234,234,234,https://bj.lianjia.com/xiaoqu/1111027380770/,西革新里112号院,Yes,116.395439595,39.872591052
235,235,235,https://bj.lianjia.com/xiaoqu/1111027373897/,东四十条,Yes,116.432567211,39.9398043604
236,236,236,https://bj.lianjia.com/xiaoqu/1111046350718/,磁器口大街,Yes,116.42466038,39.8966244069
237,237,237,https://bj.lianjia.com/xiaoqu/1111046057997/,幸福巷,Yes,116.439317238,39.8952932695
238,238,238,https://bj.lianjia.com/xiaoqu/1111027380013/,天坛东里,Yes,116.429353592,39.8848927002
239,239,239,https://bj.lianjia.com/xiaoqu/1111027380878/,兴化西里,Yes,116.41810651,39.9661317626
240,240,240,https://bj.lianjia.com/xiaoqu/1111027381634/,营房西街,Yes,116.431169864,39.8923099222
241,241,241,https://bj.lianjia.com/xiaoqu/1111027374057/,东总布胡同45号院,Yes,116.436383009,39.9182651121
242,242,242,https://bj.lianjia.com/xiaoqu/1111027380693/,香饵胡同,Yes,116.419691639,39.9455110516
243,243,243,https://bj.lianjia.com/xiaoqu/1111027373856/,灯市口西街5号院,Yes,116.415841147,39.9250260663
244,244,244,https://bj.lianjia.com/xiaoqu/1111027374051/,大羊宜宾胡同33号院,Yes,116.435421152,39.9192142104
