lineID,name,stationID,可换乘线路,lat,lng,stopSeq
9907,达官营,9907017,,39.889985,116.335401,17
9907,湾子,9907018,,39.890067,116.327815,18
9907,北京西站,9907019,9号线,39.894994,116.321136,19
9908,朱辛庄,9908001,昌平线,40.104338,116.313621,1
9908,育知路,9908002,,40.087813,116.327352,2
9908,平西府,9908003,,40.09019,116.350606,3
9908,回龙观东大街,9908004,,40.08112,116.363253,4
9908,霍营,9908005,13号线,40.072012,116.360143,5
9908,育新,9908006,,40.060454,116.347314,6
9908,西小口,9908007,,40.046962,116.351599,7
9908,永泰庄,9908008,,40.037942,116.354573,8
9908,林萃桥,9908009,,40.021915,116.372413,9
9908,森林公园南门,9908010,,40.009892,116.392665,10
9908,奥林匹克公园,9908011,15号线,40.00200402,116.3917397,11
9908,奥体中心,9908012,,39.986181,116.393841,12
9908,北土城,9908013,10号线,39.976907,116.394269,13
9908,安华桥,9908014,,39.968518,116.394271,14
9908,安德里北街,9908015,,39.958706,116.394981,15
9908,鼓楼大街,9908016,2号线,39.948976,116.393599,16
9908,什刹海,9908017,,39.937931,116.396118,17
9908,南锣鼓巷,9908018,6号线,39.933265,116.403042,18
9909,国家图书馆,9909001,4号线,39.943119,116.325331,1
9909,白石桥南,9909002,6号线,39.932884,116.325706,2
9909,白堆子,9909003,,39.923984,116.325755,3
9909,军事博物馆,9909004,1号线,39.907692,116.321864,4
9909,北京西站,9909005,7号线,39.894994,116.321136,5
9909,六里桥东,9909006,,39.886751,116.314892,6
9909,六里桥,9909007,10号线,39.880161,116.303037,7
9909,七里庄,9909008,14号线,39.867203,116.294349,8
9909,丰台东大街,9909009,,39.855149,116.293765,9
9909,丰台南路,9909010,,39.840985,116.296371,10
9909,科怡路,9909011,,39.832466,116.297365,11
9909,丰台科技园,9909012,,39.825236,116.296991,12
9909,郭公庄,9909013,房山线,39.814708,116.30195,13
9910,车道沟,9910001,,39.948603,116.293868,1
9910,长春桥,9910002,,39.9586189,116.2939054,2
9910,火器营,9910003,,39.966216,116.28915,3
9910,巴沟,9910004,,39.974099,116.294049,4
9910,苏州街,9910005,,39.9757101,116.3063478,5
9910,海淀黄庄,9910006,4号线,39.976014,116.317799,6
9910,知春里,9910007,,39.976353,116.32951,7
9910,知春路,9910008,13号线,39.976407,116.339975,8
9910,西土城,9910009,,39.976255,116.353866,9
9910,牡丹园,9910010,,39.976356,116.369919,10
9910,健德门,9910011,,39.97662886,116.381363,11
9910,北土城,9910012,8号线,39.976907,116.394269,12
9910,安贞门,9910013,,39.976965,116.405954,13
9910,惠新西街南口,9910014,5号线,39.977054,116.417586,14
9910,芍药居,9910015,13号线,39.978154,116.436291,15
9910,太阳宫,9910016,,39.972623,116.447403,16
9910,三元桥,9910017,机场线,39.960766,116.456824,17
9910,亮马桥,9910018,,39.949335,116.462128,18
9910,农业展览馆,9910019,,39.941348,116.462128,19
9910,团结湖,9910020,,39.933722,116.461743,20
9910,呼家楼,9910021,6号线,39.923326,116.461623,21
9910,金台夕照,9910022,,39.917351,116.461679,22
9910,国贸,9910023,1号线,39.908506,116.4601,23
9910,双井,9910024,,39.89350563,116.4618228,24
9910,劲松,9910025,,39.884355,116.46139,25
9910,潘家园,9910026,,39.876078,116.461109,26
9910,十里河,9910027,14号线,39.865719,116.459278,27
9910,分钟寺,9910028,,39.852238,116.453697,28
9910,成寿寺,9910029,,39.845762,116.447809,29
9910,宋家庄,9910030,5号线/亦庄线,39.845942,116.428388,30
9910,石榴庄,9910031,,39.845837,116.414025,31
9910,大红门,9910032,,39.845401,116.398888,32
9910,角门东,9910033,,39.845223,116.386378,33
9910,角门西,9910034,4号线,39.845906,116.371077,34
9910,草桥,9910035,,39.84588,116.352693,35
9910,纪家庙,9910036,,39.844437,116.332952,36
9910,首经贸,9910037,,39.844494,116.320088,37
9910,丰台站,9910038,,39.849883,116.304987,38
9910,泥洼,9910039,,39.858584,116.304281,39
9910,西局,9910040,14号线,39.865774,116.30342,40
9910,六里桥,9910041,9号线,39.880161,116.303037,41
9910,莲花桥,9910042,,39.89818222,116.3102737,42
9910,公主坟,9910043,1号线,39.907497,116.310096,43
9910,西钓鱼台,9910044,,39.923475,116.297791,44
9910,慈寿寺,9910045,6号线,39.932824,116.293707,45
9910,车道沟,9910046,,39.948603,116.293868,46
9913,东直门,9913001,机场线,39.941401,116.433763,1
9913,柳芳,9913002,,39.95821207,116.4327269,2
9913,光熙门,9913003,,39.968515,116.431835,3
9913,芍药居,9913004,10号线,39.978154,116.436291,4
9913,望京西,9913005,,39.994649,116.447169,5
9913,北苑,9913006,,40.042957,116.43471,6
9913,立水桥,9913007,5号线,40.053041,116.412412,7
9913,霍营,9913008,8号线,40.072012,116.360143,8
9913,回龙观,9913009,,40.070786,116.336267,9
9913,龙泽,9913010,,40.070804,116.319592,10
9913,西二旗,9913011,昌平线,40.05285379,116.3061563,11
9913,上地,9913012,,40.032981,116.320205,12
9913,五道口,9913013,,39.992929,116.337626,13
9913,知春路,9913014,10号线,39.976407,116.339975,14
9913,大钟寺,9913015,,39.966352,116.345089,15
9913,西直门,9913016,2/4号线,39.94173455,116.3531997,16
9914,张郭庄,9914001,,39.858012,116.186834,1
9914,园博园,9914002,,39.861286,116.201922,2
9914,大瓦窑,9914003,,39.859303,116.240011,3
9914,郭庄子,9914004,,39.864669,116.253367,4
9914,大井,9914005,,39.86523,116.275026,5
9914,七里庄,9914006,9号线,39.867203,116.294349,6
9914,西局,9914007,10号线,39.865774,116.30342,7
9814,善各庄,9814001,,40.02731186,116.4781746,1
9814,来广营,9814002,,40.02043,116.466977,2
9814,东湖渠,9814003,,40.010661,116.467398,3
9814,望京,9814004,15号线,39.998424,116.469433,4
9814,阜通,9814005,,39.991657,116.471825,5
9814,望京南,9814006,,39.984573,116.481497,6
9814,将台,9814007,,39.97084171,116.4897759,7
9814,东风北桥,9814008,,39.958305,116.485959,8
9814,枣营,9814009,,39.94440325,116.4747341,9
9814,金台路,9814010,6号线,39.922955,116.478473,10
9814,大望路,9814011,1号线,39.90912414,116.478058,11
9814,九龙山,9814012,７号线,39.89434129,116.4775981,12
9814,北工大西门,9814013,,39.87497112,116.4773128,13
9814,十里河,9814014,10号线,39.865719,116.459278,14
9814,方庄,9814015,,39.865866,116.440304,15
9814,蒲黄榆,9814016,5号线,39.865589,116.4217,16
9814,景泰,9814017,,39.865197,116.411062,17
9814,永定门外,9814018,,39.867356,116.399437,18
9814,北京南站,9814019,4号线,39.86485297,116.3790084,19
9915,俸伯,9915001,,40.132548,116.684817,1
9915,顺义,9915002,,40.129927,116.656972,2
9915,石门,9915003,,40.12988,116.641197,3
9915,南法信,9915004,,40.128359,116.60987,4
9915,后沙峪,9915005,,40.114112,116.564235,5
9915,花梨坎,9915006,,40.084417,116.557611,6
9915,国展,9915007,,40.070144,116.555161,7
9915,孙河,9915008,,40.043976,116.534131,8
9915,马泉营,9915009,,40.033653,116.503521,9
9915,崔各庄,9915010,,40.02231893,116.4926757,10
9915,望京,9915011,14号线,39.998424,116.469433,11
9915,望京西,9915012,,39.994649,116.447169,12
9915,关庄,9915013,,40.001184,116.431345,13
9915,大屯路东,9915014,5号线,40.00310399,116.4187287,14
9915,安立路,9915015,,40.00269672,116.4078599,15
9915,奥林匹克公园,9915016,8号线,40.00099502,116.3926557,16
9915,北沙滩,9915017,,40.001542,116.368967,17
9915,六道口,9915018,,40.00099,116.352698,18
9915,清华东路西口,9915019,,40.00069139,116.3388814,19
9027,西二旗,9027001,13号线,40.05285379,116.3061563,1
9027,生命科学园,9027002,,40.094756,116.294197,2
9027,朱辛庄,9027003,8号线,40.104338,116.313621,3
9027,巩华城,9027004,,40.13108,116.2939,4
9027,沙河,9027005,,40.148216,116.288868,5
9027,沙河高教园,9027006,,40.164738,116.280752,6
9027,南邵,9027007,,40.207515,116.287621,7
9027,北邵洼,9027008,,40.22198,116.28224,8
9027,昌平东关,9027009,,40.221763,116.261985,9
9027,昌平,9027010,,40.22061,116.233637,10
9027,十三陵景区,9027011,,40.240232,116.207669,11
9027,昌平西山口,9027012,,40.240232,116.207669,12
9028,土桥,9028001,,39.87187455,116.6863657,1
9028,临河里,9028002,,39.875443,116.678843,2
9028,梨园,9028003,,39.883665,116.66875,3
9028,九棵树,9028004,,39.89016,116.657584,4
9028,果园,9028005,,39.893324,116.646617,5
9028,通州北苑,9028006,,39.903666,116.63728,6
9028,八里桥,9028007,,39.906084,116.618694,7
9028,管庄,9028008,,39.909147,116.599213,8
9028,双桥,9028009,,39.910298,116.576715,9
9028,传媒大学,9028010,,39.909294,116.554923,10
9028,高碑店,9028011,,39.909538,116.531677,11
9028,四惠东,9028012,1号线,39.908484,116.515367,12
9028,四惠,9028013,1号线,39.908789,116.495463,13
9099,宋家庄,9099001,10/5号线,39.845942,116.428388,1
9099,肖村,9099002,,39.834187,116.44854,2
9099,小红门,9099003,,39.828246,116.459284,3
9099,旧宫,9099004,,39.806969,116.460957,4
9099,亦庄桥,9099005,,39.802995,116.480313,5
9099,亦庄文化园,9099006,,39.806845,116.490763,6
9099,万源街,9099007,,39.802993,116.505602,7
9099,荣京东街,9099008,,39.793248,116.513378,8
9099,荣昌东街,9099009,,39.782845,116.521729,9
9099,同济南路,9099010,,39.772962,116.539941,10
9099,经海路,9099011,,39.783916,116.562749,11
9099,次渠南,9099012,,39.795445,116.581245,12
9099,次渠,9099013,,39.803515,116.591298,13
9037,郭公庄,9037001,9号线,39.814708,116.30195,1
9037,大葆台,9037002,,39.807801,116.29176,2
9037,稻田,9037003,,39.794845,116.218719,3
9037,长阳,9037004,,39.763672,116.212582,4
9037,篱笆房,9037005,,39.760737,116.189427,5
9037,广阳城,9037006,,39.747888,116.184903,6
9037,良乡大学城北,9037007,,39.729917,116.183428,7
9037,良乡大学城,9037008,,39.723285,116.176484,8
9037,良乡大学城西,9037009,,39.723255,116.15626,9
9037,良乡南关,9037010,,39.723275,116.140785,10
9037,苏庄,9037011,,39.723287,116.125286,11
9052,T3航站楼,9052001,,40.052834,116.615171,1
9052,T2航站楼,9052002,,40.080078,116.592723,2
9052,三元桥,9052003,10号线,39.960766,116.456824,3
9052,东直门,9052004,13号线,39.941401,116.433763,4
